treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
1,37,11,1,0,1,1,0.0,0.0,9930.05
1,22,9,0,1,0,1,0.0,0.0,3595.89
1,30,12,1,0,0,0,0.0,0.0,24909.5
1,27,11,1,0,0,1,0.0,0.0,7506.15
1,33,8,1,0,0,1,0.0,0.0,289.79
1,22,9,1,0,0,1,0.0,0.0,4056.49
1,23,12,1,0,0,0,0.0,0.0,0.0
1,32,11,1,0,0,1,0.0,0.0,8472.16
1,22,16,1,0,0,0,0.0,0.0,2164.02
1,33,12,1,0,0,0,0.0,0.0,12418.1
1,20,11,0,0,0,1,0.0,0.0,0.0
1,21,10,1,0,0,1,0.0,0.0,9500.0
1,26,12,0,0,0,0,0.0,0.0,9.93
1,24,10,1,0,0,1,0.0,0.0,4687.62
1,43,13,1,0,1,0,0.0,0.0,25564.7
1,24,12,1,0,0,0,0.0,0.0,11884.8
1,18,8,1,0,0,1,0.0,0.0,0.0
1,33,12,1,0,1,0,0.0,0.0,18368.6
1,26,11,1,0,0,1,0.0,0.0,3165.72
1,28,12,1,0,0,0,0.0,0.0,15186.3
1,22,12,1,0,0,0,0.0,0.0,5863.67
1,18,11,1,0,0,1,0.0,0.0,6067.53
1,19,12,1,0,0,0,0.0,0.0,6442.23
1,22,11,1,0,0,1,0.0,0.0,7432.85
1,30,11,1,0,1,1,0.0,0.0,8947.03
1,24,12,1,0,0,0,0.0,0.0,14075.2
1,25,12,1,0,1,0,0.0,0.0,17878.2
1,23,12,1,0,0,0,0.0,0.0,6385.41
1,18,8,1,0,0,1,0.0,0.0,0.0
1,29,9,1,0,0,1,0.0,0.0,8601.3
1,25,12,1,0,0,0,0.0,0.0,9333.02
1,20,11,1,0,0,1,0.0,0.0,0.0
1,26,11,1,0,0,1,0.0,0.0,21862.3
1,25,12,1,0,0,0,0.0,0.0,5574.32
1,21,11,1,0,0,1,0.0,0.0,9166.75
1,25,11,1,0,0,1,0.0,0.0,24909.5
1,21,13,1,0,0,0,0.0,0.0,18108.8
1,26,12,1,0,0,0,0.0,0.0,10797.9
1,30,12,1,0,0,0,0.0,0.0,17330.6
1,19,11,1,0,0,1,0.0,0.0,11160.7
1,22,11,1,0,0,1,0.0,0.0,4854.71
1,27,11,1,0,0,1,0.0,0.0,7730.76
1,28,9,1,0,0,1,0.0,0.0,15670.8
1,19,12,1,0,0,0,0.0,0.0,0.0
1,25,13,1,0,0,0,0.0,0.0,24862.0
1,20,11,1,0,0,1,0.0,0.0,0.0
1,19,11,1,0,0,1,0.0,0.0,0.0
1,23,12,1,0,0,0,0.0,0.0,25862.3
1,24,10,1,0,0,1,0.0,0.0,7160.03
1,25,11,1,0,1,1,0.0,0.0,15672.0
1,19,12,1,0,0,0,0.0,0.0,0.0
1,27,12,1,0,0,0,0.0,0.0,12510.5
1,25,11,1,0,0,1,0.0,0.0,4914.82
1,23,12,1,0,0,0,0.0,0.0,18276.1
1,26,11,1,0,0,1,0.0,0.0,9455.19
1,20,11,1,0,0,1,0.0,0.0,0.0
1,29,12,1,0,0,0,0.0,0.0,16614.4
1,21,10,1,0,0,1,0.0,0.0,7857.45
1,24,10,1,0,0,1,0.0,0.0,11527.9
1,26,12,1,0,0,0,0.0,0.0,12210.2
1,27,12,1,0,0,0,0.0,0.0,17859.9
1,24,8,1,0,0,1,0.0,0.0,11876.7
1,19,11,1,0,0,1,0.0,0.0,0.0
1,22,12,1,0,0,0,0.0,0.0,18439.5
1,25,12,1,0,0,0,0.0,0.0,12548.9
1,32,9,1,0,0,1,0.0,0.0,14710.8
1,25,12,1,0,0,0,0.0,0.0,19596.5
1,25,10,1,0,0,1,0.0,0.0,10906.7
1,29,12,1,0,0,0,0.0,0.0,10683.8
1,26,12,1,0,0,0,0.0,0.0,19910.8
1,21,11,1,0,0,1,0.0,0.0,1669.3
1,28,12,1,0,0,0,0.0,0.0,6568.86
1,32,12,1,0,0,0,0.0,0.0,22836.5
1,17,12,1,0,0,0,0.0,0.0,0.0
1,26,11,1,0,0,1,0.0,0.0,12262.4
1,21,12,1,0,0,0,0.0,0.0,5148.86
1,23,10,1,0,0,1,0.0,0.0,11613.2
1,21,12,1,0,0,0,0.0,0.0,3919.14
1,24,11,1,0,0,1,0.0,0.0,16528.1
1,27,12,1,0,0,0,0.0,0.0,11088.6
1,27,11,1,0,0,1,0.0,0.0,4380.54
1,20,11,1,0,0,1,0.0,0.0,0.0
1,20,11,1,0,0,1,0.0,0.0,0.0
1,22,12,1,0,0,0,0.0,0.0,9881.62
1,25,10,1,0,0,1,0.0,0.0,16627.6
1,22,9,1,0,0,1,0.0,0.0,4587.94
1,22,13,1,0,0,0,0.0,0.0,7473.38
1,18,8,1,0,0,1,0.0,0.0,0.0
1,20,8,1,0,0,1,0.0,0.0,2493.47
1,23,11,1,0,1,1,0.0,0.0,10167.0
1,19,11,1,0,0,1,0.0,0.0,0.0
1,26,12,1,0,0,0,0.0,0.0,14024.2
1,25,11,1,0,0,1,0.0,0.0,20978.3
1,26,9,1,0,0,1,0.0,0.0,0.0
1,28,13,1,0,0,0,0.0,0.0,22766.7
1,24,9,1,0,0,1,0.0,0.0,8161.82
1,22,11,1,0,0,1,0.0,0.0,0.0
1,27,12,1,0,0,0,0.0,0.0,18516.4
1,20,9,1,0,0,1,0.0,0.0,0.0
1,27,12,1,0,0,0,0.0,0.0,0.0
1,25,12,1,0,0,0,0.0,0.0,13943.7
1,19,11,1,0,0,1,0.0,0.0,0.0
1,27,12,1,0,0,0,0.0,0.0,26059.3
1,27,16,1,0,1,0,0.0,0.0,5691.97
1,21,12,1,0,0,0,0.0,0.0,17516.5
1,26,12,1,0,0,0,0.0,0.0,24688.8
1,22,11,1,0,0,1,0.0,0.0,5931.88
1,21,12,1,0,0,0,0.0,0.0,11027.3
1,24,12,1,0,0,0,0.0,0.0,21623.3
1,24,12,1,0,0,0,0.0,0.0,0.0
1,19,11,1,0,0,1,0.0,0.0,0.0
1,22,13,1,0,0,0,0.0,0.0,6821.06
1,18,8,1,0,0,1,0.0,0.0,0.0
1,19,11,1,0,0,1,0.0,0.0,0.0
1,25,11,1,0,0,1,0.0,0.0,15982.5
1,25,12,1,0,0,0,0.0,0.0,11608.1
1,29,12,1,0,0,0,0.0,0.0,16652.8
1,23,11,1,0,0,1,0.0,0.0,13195.8
1,29,11,1,0,0,1,0.0,0.0,11699.3
1,31,12,1,0,0,0,0.0,0.0,16571.6
1,28,12,1,0,0,0,0.0,0.0,12167.4
1,25,12,1,0,0,0,0.0,0.0,10169.3
1,22,12,1,0,0,0,0.0,0.0,12690.3
1,25,12,1,0,0,0,0.0,0.0,23115.1
1,21,12,1,0,0,0,0.0,0.0,6295.57
1,24,11,1,0,0,1,0.0,0.0,9607.83
1,26,11,1,0,0,1,0.0,0.0,13134.7
1,20,11,1,0,0,1,0.0,0.0,7783.13
1,25,12,1,0,0,0,0.0,0.0,19674.0
1,25,12,1,0,0,0,0.0,0.0,19395.8
1,25,12,1,0,0,0,0.0,0.0,0.0
1,25,13,1,0,0,0,0.0,0.0,9224.76
1,20,10,1,0,0,1,0.0,0.0,0.0
1,20,8,1,0,0,1,0.0,0.0,0.0
1,22,12,1,0,0,0,0.0,0.0,11025.8
1,21,11,1,0,0,1,0.0,0.0,0.0
1,33,12,1,0,0,0,0.0,0.0,15054.3
1,18,11,1,0,0,1,0.0,0.0,0.0
1,23,11,1,0,0,1,0.0,0.0,0.0
1,19,8,1,0,0,1,0.0,0.0,0.0
1,29,13,1,0,0,0,0.0,0.0,24689.0
1,22,12,1,0,0,0,0.0,0.0,13877.3
1,22,10,1,0,0,1,0.0,0.0,9529.24
1,25,12,1,0,0,0,0.0,0.0,7995.29
1,21,11,1,0,0,1,0.0,0.0,15375.1
1,24,10,1,0,0,1,0.0,0.0,16976.3
1,26,12,1,0,0,0,0.0,0.0,18568.7
1,25,12,1,0,0,0,0.0,0.0,13826.2
1,23,12,1,0,0,0,0.0,0.0,16520.5
1,22,11,1,0,0,1,0.0,0.0,0.0
1,25,10,1,0,0,1,0.0,0.0,6952.28
1,20,11,1,0,0,1,0.0,0.0,2857.04
1,30,12,1,0,0,0,0.0,0.0,23334.1
1,24,12,1,0,0,0,0.0,0.0,23337.1
1,24,12,1,0,0,0,0.0,0.0,4426.14
1,21,12,1,0,0,0,0.0,0.0,7411.43
1,27,12,1,0,0,0,0.0,0.0,15581.1
1,25,9,1,0,0,1,0.0,0.0,4529.78
1,25,12,1,0,1,0,0.0,0.0,13809.8
1,24,9,1,0,0,1,0.0,0.0,0.0
1,24,12,1,0,0,0,0.0,0.0,5960.16
1,28,12,1,0,0,0,0.0,0.0,24444.8
1,20,12,1,0,0,0,0.0,0.0,0.0
1,29,12,1,0,0,0,0.0,0.0,17719.8
1,20,11,1,0,0,1,0.0,0.0,0.0
1,27,12,1,0,0,0,0.0,0.0,21137.4
1,24,11,1,0,0,1,0.0,0.0,9868.88
1,19,11,1,0,0,1,0.0,0.0,0.0
1,21,12,1,0,0,0,0.0,0.0,14225.9
1,23,12,1,0,0,0,0.0,0.0,5787.08
1,28,12,1,0,0,0,0.0,0.0,8726.21
1,20,11,1,0,0,1,0.0,0.0,0.0
1,24,10,1,0,0,1,0.0,0.0,11825.3
1,24,12,1,0,0,0,0.0,0.0,3349.91
1,25,12,1,0,0,0,0.0,0.0,19861.6
1,27,12,1,0,0,0,0.0,0.0,20031.1
1,26,12,1,0,0,0,0.0,0.0,7026.99
0,43,10,1,0,1,1,4706.62,0.0,5969.84
0,19,12,1,0,0,0,8.63,0.0,5456.36
0,25,12,0,0,0,0,4865.18,2163.54,4788.02
0,18,11,1,0,0,1,0.0,0.0,3365.06
0,27,8,1,0,0,1,2225.03,1030.53,3881.94
0,17,9,1,0,0,1,0.0,0.0,1152.65
0,29,12,1,0,0,0,10748.4,10236.4,4538.54
0,46,12,1,0,1,0,0.0,6849.79,0.0
0,18,8,1,0,0,1,0.0,0.0,715.98
0,31,10,1,0,0,1,10424.8,5856.99,4056.58
0,48,12,0,0,1,0,16590.4,8982.86,10106.4
0,23,12,1,0,0,0,7665.31,0.0,4280.09
0,18,12,1,0,0,0,0.0,0.0,3881.54
0,45,12,0,1,1,0,10072.6,7860.86,12106.8
0,18,11,1,0,0,1,0.0,0.0,0.0
0,35,11,1,0,1,1,0.0,2325.28,7422.01
0,20,9,1,0,0,1,2651.43,0.0,2669.34
0,27,11,1,0,0,1,8996.79,0.0,3668.05
0,16,8,1,0,0,1,0.0,0.0,0.0
0,20,12,1,0,0,0,0.0,0.0,4469.08
0,17,9,1,0,0,1,0.0,0.0,0.0
0,21,12,0,0,0,0,17965.2,0.0,0.0
0,21,12,1,0,0,0,5323.78,0.0,5379.76
0,28,12,1,0,0,0,4856.45,1416.46,7131.28
0,42,9,0,0,1,1,16632.6,4475.86,12418.8
0,18,8,1,0,0,1,0.0,0.0,1669.1
0,54,11,0,0,1,1,6096.61,16534.8,9265.78
0,54,12,0,0,1,0,5959.47,10725.1,10522.6
0,23,12,1,0,0,0,5575.1,0.0,5272.43
0,26,11,1,0,0,1,8877.47,0.0,3742.77
0,24,12,1,0,0,0,1615.32,3172.23,3773.97
0,24,12,1,0,0,0,16646.9,0.0,8331.17
0,16,9,1,0,0,1,0.0,0.0,0.0
0,21,11,1,0,0,1,0.0,4886.62,2849.97
0,27,11,1,0,0,1,1589.85,0.0,2728.19
0,16,8,1,0,0,1,0.0,0.0,0.0
0,40,8,1,0,1,1,16907.6,1901.28,10370.5
0,23,12,1,0,0,0,0.0,0.0,4352.69
0,54,13,0,1,1,0,15525.5,10851.8,8163.71
0,24,9,1,0,0,1,9624.22,0.0,10547.3
0,20,10,1,0,0,1,0.0,16.43,2301.17
0,19,12,1,0,0,0,7380.63,0.0,7870.26
0,29,11,1,0,0,1,2826.23,0.0,6375.35
0,20,11,0,0,0,1,0.0,3675.45,9056.38
0,30,9,1,0,0,1,0.0,0.0,6842.49
0,23,10,1,0,0,1,5417.21,0.0,9563.82
0,19,12,1,0,0,0,5038.28,0.0,7814.62
0,33,8,1,0,1,1,5904.93,0.0,16641.4
0,18,10,1,0,0,1,0.0,0.0,5308.81
0,21,12,1,0,0,0,0.0,6337.05,6635.84
0,23,12,1,0,0,0,5473.63,0.0,3936.86
0,20,11,1,0,0,1,0.0,2598.07,10092.2
0,19,12,1,0,0,0,0.0,0.0,5619.06
0,18,8,1,0,0,1,0.0,0.0,4642.43
0,22,12,0,0,0,0,8787.78,0.0,6260.99
0,31,12,1,0,1,0,13496.5,1752.3,9649.86
0,22,12,1,0,0,0,8419.26,0.0,8299.52
0,33,12,1,0,0,0,4509.54,1519.79,17533.1
0,39,9,1,0,1,1,15886.5,0.0,7077.4
0,31,8,1,0,0,1,0.0,3732.93,6810.01
0,17,9,1,0,0,1,0.0,0.0,0.0
0,18,10,1,0,0,1,0.0,0.0,14108.3
0,24,12,1,0,0,0,6848.45,0.0,9070.95
0,22,11,1,0,0,1,0.0,5301.14,7765.55
0,22,10,1,0,0,1,19384.2,0.0,10913.7
0,25,11,1,0,0,1,12254.3,1122.22,5993.85
0,31,12,1,0,0,0,12932.0,4814.93,9083.58
0,19,12,1,0,0,0,0.0,0.0,3913.29
0,18,11,1,0,0,1,0.0,0.0,4925.26
0,16,8,1,0,0,1,0.0,0.0,0.0
0,26,12,0,1,0,0,2787.3,0.0,7370.63
0,39,12,1,0,1,0,0.0,4306.46,7658.62
0,18,9,1,0,0,1,0.0,0.0,0.0
0,24,12,1,0,0,0,1258.76,4005.62,5752.86
0,24,12,1,0,0,0,4242.59,0.0,8417.08
0,21,11,1,0,0,1,6083.82,1915.26,6050.28
0,21,12,1,0,0,0,9192.95,0.0,6900.78
0,28,12,1,0,1,0,4291.13,10727.9,13101.3
0,21,10,1,0,0,1,5193.55,0.0,2377.63
0,20,12,0,0,0,0,0.0,0.0,6263.93
0,21,12,1,0,0,0,6470.15,2165.32,4693.06
0,23,12,1,0,0,0,3643.83,1669.04,7119.69
0,19,12,1,0,0,0,0.0,0.0,3632.29
0,21,12,1,0,0,0,0.0,5118.67,4941.56
0,26,11,1,0,0,1,2802.27,0.0,5525.49
0,18,9,1,0,0,1,0.0,0.0,0.0
0,25,10,1,0,0,1,11417.7,0.0,8546.48
0,20,8,1,0,0,1,0.0,0.0,7063.58
0,25,12,1,0,0,0,3944.49,0.0,9805.81
0,22,12,0,0,0,0,5120.78,0.0,4083.51
0,18,9,1,0,0,1,0.0,0.0,0.0
0,25,12,0,0,0,0,5996.46,0.0,9862.11
0,24,12,1,0,0,0,8476.54,0.0,13474.2
0,19,9,1,0,0,1,0.0,0.0,0.0
0,17,9,1,0,0,1,0.0,0.0,0.0
0,20,12,1,0,0,0,0.0,0.0,5863.43
0,19,12,1,0,0,0,0.0,0.0,1742.99
0,19,12,1,0,0,0,0.0,0.0,4325.54
0,20,11,1,0,0,1,0.0,0.0,8076.99
0,22,10,1,0,0,1,0.0,5327.43,8777.27
0,18,10,1,0,0,1,0.0,0.0,0.0
0,22,10,0,0,0,1,0.0,3826.07,6881.91
0,21,8,1,0,0,1,0.0,6795.58,13607.3
0,20,12,1,0,0,0,0.0,0.0,1453.24
0,21,11,1,0,0,1,0.0,0.0,7706.86
0,22,12,1,0,0,0,6611.74,1175.23,6965.41
0,25,12,1,0,0,0,4887.72,2460.35,8314.97
0,25,11,1,0,0,1,0.0,7504.05,7657.21
0,19,12,1,0,0,0,0.0,0.0,5137.36
0,20,11,0,0,0,1,0.0,4246.69,7545.03
0,28,12,1,0,0,0,6036.45,0.0,8654.56
0,18,11,1,0,0,1,0.0,0.0,5303.31
0,21,10,1,0,0,1,0.0,2990.22,5414.25
0,19,12,1,0,0,0,0.0,0.0,3930.74
0,23,10,1,0,0,1,10472.7,0.0,4897.17
0,25,12,1,0,0,0,0.0,8117.68,9254.83
0,22,11,1,0,0,1,0.0,6428.05,6376.05
0,25,11,1,0,0,1,3963.17,0.0,9042.8
0,18,12,1,0,0,0,0.0,0.0,9160.09
0,18,12,1,0,0,0,0.0,0.0,1914.66
0,20,10,1,0,0,1,0.0,0.0,8527.67
0,37,12,1,0,1,0,12138.2,8197.55,8919.14
0,17,9,1,0,0,1,0.0,0.0,0.0
0,32,12,1,0,1,0,0.0,7168.33,10489.3
0,20,11,1,0,0,1,0.0,0.0,5728.96
0,21,12,1,0,0,0,0.0,4242.87,6110.23
0,18,11,1,0,0,1,0.0,0.0,0.0
0,30,11,1,0,0,1,9946.5,0.0,11086.3
0,21,8,1,0,0,1,0.0,0.0,8932.49
0,54,11,1,0,1,1,15949.4,13535.9,21768.5
0,19,12,1,0,0,0,0.0,0.0,13250.1
0,25,12,1,0,0,0,9051.49,0.0,2556.87
0,21,12,1,0,0,0,0.0,7605.41,6609.43
0,19,11,1,0,0,1,0.0,5149.97,4831.11
0,20,11,1,0,0,1,0.0,0.0,2886.26
0,54,8,1,0,1,1,3491.44,3896.41,5451.19
0,27,11,1,0,0,1,9264.08,1363.17,9896.91
0,17,9,1,0,0,1,0.0,0.0,0.0
0,21,11,1,0,0,1,0.0,1097.92,3802.02
0,16,8,1,0,0,1,0.0,0.0,0.0
0,21,11,1,0,0,1,0.0,3594.74,3711.39
0,18,8,1,0,0,1,0.0,0.0,0.0
0,17,9,1,0,0,1,0.0,0.0,0.0
0,20,12,1,0,0,0,0.0,0.0,3602.48
0,24,12,1,0,0,0,7706.7,0.0,6295.51
0,35,10,1,0,1,1,5296.78,4968.16,5911.71
0,21,11,1,0,0,1,0.0,5084.13,5936.6
0,21,11,1,0,0,1,0.0,3433.06,3819.42
0,42,12,0,0,1,0,10651.3,10748.3,5983.27
0,26,12,1,0,0,0,6469.85,2036.16,5769.03
0,30,8,1,0,0,1,2381.23,0.0,5952.88
0,22,8,1,0,0,1,0.0,1826.88,0.0
0,21,12,1,0,0,0,0.0,1938.96,4887.35
0,22,11,1,0,0,1,0.0,1701.78,3763.78
0,17,9,1,0,0,1,0.0,0.0,0.0
0,18,9,1,0,0,1,0.0,0.0,0.0
0,16,8,1,0,0,1,0.0,0.0,0.0
0,25,12,1,0,0,0,7348.46,0.0,8558.86
0,22,12,1,0,0,0,3564.21,0.0,1924.22
0,20,11,1,0,0,1,0.0,5328.69,6177.61
0,17,9,1,0,0,1,0.0,0.0,0.0
0,19,12,1,0,0,0,0.0,0.0,4788.72
0,22,12,1,0,0,0,0.0,4832.21,5363.16
0,24,11,1,0,0,1,6831.47,0.0,8156.65
0,20,12,1,0,0,0,0.0,0.0,0.0
0,22,12,1,0,0,0,0.0,4579.08,8129.93
0,16,8,1,0,0,1,0.0,0.0,0.0
0,21,12,1,0,0,0,0.0,9380.63,9671.97
0,21,11,1,0,0,1,0.0,3862.72,2979.85
0,17,9,1,0,0,1,0.0,0.0,0.0
0,20,10,1,0,0,1,0.0,7067.47,10085.5
0,18,12,1,0,0,0,0.0,0.0,0.0
0,27,11,1,0,0,1,6645.89,1667.09,10730.8
0,19,12,1,0,0,0,0.0,0.0,3763.29
0,19,12,1,0,0,0,0.0,0.0,2943.35
0,28,12,1,0,0,0,3982.01,0.0,7183.58
0,20,11,1,0,0,1,0.0,0.0,3932.11
0,19,12,1,0,0,0,0.0,0.0,4428.68
0,25,12,1,0,0,0,4933.52,0.0,6023.97
0,18,9,1,0,0,1,0.0,0.0,0.0
0,23,12,1,0,0,0,0.0,3848.6,6027.88
0,21,12,1,0,0,0,0.0,1990.88,2849.85
0,24,12,1,0,0,0,0.0,7370.84,13112.7
0,18,12,1,0,0,0,0.0,0.0,5180.12
0,20,11,1,0,0,1,0.0,3674.94,6324.32
0,16,8,1,0,0,1,0.0,0.0,0.0
0,20,11,1,0,0,1,0.0,5337.1,6353.96
0,19,12,1,0,0,0,0.0,0.0,2877.27
0,20,12,1,0,0,0,0.0,0.0,1701.13
0,36,8,1,0,1,1,1554.35,5199.26,8054.58
0,21,11,1,0,0,1,0.0,6349.09,5909.11
0,33,12,1,0,1,0,3619.73,7479.66,8896.62
0,17,10,1,0,0,1,0.0,0.0,0.0
0,19,12,1,0,0,0,0.0,0.0,4309.09
0,24,12,1,0,0,0,1982.02,0.0,7968.1
0,20,11,1,0,0,1,0.0,5302.1,5769.95
0,43,12,1,0,1,0,8924.18,12774.9,16494.9
0,21,11,1,0,0,1,0.0,3437.27,9008.29
0,19,12,1,0,0,0,0.0,0.0,2859.09
0,18,9,1,0,0,1,0.0,0.0,0.0
0,20,11,1,0,0,1,0.0,5305.91,6152.1
0,27,11,1,0,0,1,0.0,4266.48,5866.03
0,40,11,0,1,1,1,9868.88,7992.86,9850.36
0,25,12,1,0,0,0,5239.02,0.0,6569.48
0,18,9,1,0,0,1,0.0,0.0,0.0
0,28,12,1,0,0,0,4714.9,0.0,7332.8
0,20,11,1,0,0,1,0.0,4879.06,8059.07
0,17,8,1,0,0,1,0.0,0.0,0.0
0,17,9,1,0,0,1,0.0,0.0,0.0
0,17,9,1,0,0,1,0.0,0.0,0.0
0,17,9,1,0,0,1,0.0,0.0,0.0
0,21,12,1,0,0,0,0.0,4854.46,1506.3
0,19,11,1,0,0,1,0.0,4844.91,3969.3
0,17,9,1,0,0,1,0.0,0.0,0.0
0,25,11,1,0,0,1,6824.35,0.0,5777.19
0,20,12,1,0,0,0,0.0,0.0,7260.82
0,16,8,1,0,0,1,0.0,0.0,0.0
0,22,10,1,0,0,1,0.0,6048.05,10168.2
0,24,12,1,0,0,0,9221.24,0.0,6889.23
0,19,12,1,0,0,0,0.0,0.0,2579.14
0,28,10,1,0,0,1,0.0,7078.78,12233.8
0,30,9,0,0,1,1,0.0,9384.87,10909.3
0,22,12,1,0,0,0,6479.66,0.0,6702.77
0,25,12,1,0,0,0,7084.23,0.0,6629.64
0,24,12,0,0,0,0,10015.0,1267.19,3908.87
0,25,11,0,0,0,1,7711.51,0.0,13428.5
0,18,12,1,0,0,0,0.0,0.0,5160.94
0,26,12,1,0,1,0,5542.51,3967.68,7530.97
0,18,8,1,0,0,1,0.0,0.0,0.0
0,21,12,1,0,0,0,0.0,5091.37,5028.18
0,19,12,1,0,0,0,0.0,0.0,4782.93
0,38,12,1,0,1,0,6997.64,10451.3,9888.02
0,45,12,1,0,1,0,5608.69,12324.4,15302.1
0,19,12,1,0,0,0,0.0,0.0,6065.1
0,21,12,1,0,0,0,0.0,3674.61,11115.7
0,21,12,1,0,0,0,0.0,2668.35,5886.29
0,23,11,1,0,0,1,9189.71,0.0,3886.76
0,25,11,1,0,0,1,0.0,5686.45,9176.01
0,24,12,1,0,0,0,10462.7,0.0,9881.02
0,20,12,1,0,0,0,0.0,0.0,5066.24
0,18,9,1,0,0,1,0.0,0.0,0.0
0,19,12,1,0,0,0,0.0,0.0,5033.94
0,19,12,1,0,0,0,0.0,0.0,4831.15
0,19,12,1,0,0,0,0.0,0.0,3749.17
0,21,12,1,0,0,0,0.0,6316.48,6065.16
0,17,9,1,0,0,1,0.0,0.0,0.0
0,23,11,1,0,0,1,7839.66,0.0,4875.28
0,17,9,1,0,0,1,0.0,0.0,0.0
0,16,8,1,0,0,1,0.0,0.0,0.0
0,19,12,1,0,0,0,0.0,0.0,5127.81
0,20,12,1,0,0,0,0.0,0.0,5146.61
0,24,12,1,0,0,0,6711.13,0.0,8395.35
0,19,12,1,0,0,0,0.0,0.0,4844.11
0,36,11,1,0,1,1,9473.42,3968.06,10731.7
0,17,9,1,0,0,1,0.0,0.0,0.0
0,21,8,1,0,0,1,0.0,0.0,10388.6
0,18,8,1,0,0,1,0.0,0.0,0.0
0,23,12,1,0,0,0,0.0,4649.37,8069.54
0,16,8,1,0,0,1,0.0,0.0,0.0
0,19,12,1,0,0,0,0.0,0.0,10812.7
0,22,12,1,0,0,0,0.0,5146.05,8088.13
0,17,9,1,0,0,1,0.0,0.0,0.0
0,22,12,1,0,0,0,0.0,5081.74,8293.03
0,18,9,1,0,0,1,0.0,0.0,0.0
0,22,12,1,0,0,0,0.0,5084.09,5901.35
0,20,11,1,0,0,1,0.0,5339.16,6348.81
0,25,12,1,0,0,0,9115.65,0.0,12108.8
0,24,12,1,0,0,0,7456.14,0.0,9959.93
0,19,12,1,0,0,0,0.0,0.0,5020.11
0,16,8,1,0,0,1,0.0,0.0,0.0
0,19,12,1,0,0,0,0.0,0.0,4849.64
0,26,11,1,0,0,1,9466.59,0.0,6938.59
0,24,12,1,0,0,0,0.0,7110.93,11669.2
0,20,11,1,0,0,1,0.0,5167.38,6154.19
0,20,11,1,0,0,1,0.0,3836.77,6263.92
0,26,12,1,0,1,0,3955.44,7443.22,10854.9
0,18,8,1,0,0,1,0.0,0.0,0.0
0,18,9,1,0,0,1,0.0,0.0,0.0
0,20,12,1,0,0,0,0.0,0.0,6032.18
0,21,12,1,0,0,0,0.0,4844.05,9170.34
0,19,12,1,0,0,0,0.0,0.0,5023.15
